"DURATION","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"From 150 to 299 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","3.1",""
"From 150 to 299 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","15.1","u"
"From 150 to 299 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","22.7",""
"From 150 to 299 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","21.2","u"
"From 150 to 299 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","19.7","u"
"From 150 to 299 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","17.2","u"
"From 150 to 299 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","18.8","u"
"From 150 to 299 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","19.2",""
"From 150 to 299 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","23.5",""
"From 150 to 299 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","20.8","u"
"From 150 to 299 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","16.4","u"
"From 150 to 299 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","19.7",""
"From 150 to 299 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","19.0",""
"From 150 to 299 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","12.8",""
"From 150 to 299 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","10.4",""
"From 150 to 299 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","3.4",""
"From 150 to 299 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","20.9",""
"From 150 to 299 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","16.5",""
"From 150 to 299 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","12.4",""
"From 150 to 299 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","10.3",""
"From 150 to 299 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","3.6",""
"From 150 to 299 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","14.3",""
"From 150 to 299 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","16.2",""
"From 150 to 299 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","12.8",""
"From 150 to 299 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","15.8",""
"From 150 to 299 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","16.5",""
"From 150 to 299 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","18.1",""
"From 150 to 299 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","13.7",""
"From 150 to 299 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","16.6",""
"From 150 to 299 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","17.2",""
"From 150 to 299 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","13.2",""
"From 150 to 299 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","19.3",""
"From 150 to 299 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","21.9",""
"From 150 to 299 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","19.6",""
"From 150 to 299 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","20.3",""
"From 150 to 299 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","15.4",""
"From 150 to 299 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","25.7",""
"From 150 to 299 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","22.2",""
"From 150 to 299 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","27.2",""
"From 150 to 299 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","23.7",""
"From 150 to 299 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","15.8",""
"From 150 to 299 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","19.6",""
"From 150 to 299 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","13.2",""
"From 150 to 299 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","11.2",""
"From 150 to 299 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","6.7",""
"From 150 to 299 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","4.9",""
"From 150 to 299 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","13.8",""
"From 150 to 299 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","9.6",""
"From 150 to 299 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","10.5",""
"From 150 to 299 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","7.2",""
"From 150 to 299 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","2.4",""
"From 150 to 299 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","17.4",""
"From 150 to 299 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","16.2",""
"From 150 to 299 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","11.6",""
"From 150 to 299 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","8.2",""
"From 150 to 299 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","5.4",""
"From 150 to 299 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","18.0",""
"From 150 to 299 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","9.0",""
"From 150 to 299 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","7.3",""
"From 150 to 299 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","7.5",""
"From 150 to 299 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","3.6",""
"From 150 to 299 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","19.3",""
"From 150 to 299 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","7.1",""
"From 150 to 299 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","6.6",""
"From 150 to 299 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","4.9",""
"From 150 to 299 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","1.8",""
"From 150 to 299 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","9.6",""
"From 150 to 299 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","2.5",""
"From 150 to 299 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","1.8",""
"From 150 to 299 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","1.0",""
"From 150 to 299 minutes","Romania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","0.4",""
"From 150 to 299 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","19.4",""
"From 150 to 299 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","17.9",""
"From 150 to 299 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","19.9",""
"From 150 to 299 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","14.3",""
"From 150 to 299 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","9.0",""
"From 150 to 299 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","19.6",""
"From 150 to 299 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","24.5",""
"From 150 to 299 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","16.0",""
"From 150 to 299 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","15.1",""
"From 150 to 299 minutes","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","7.6",""
"From 150 to 299 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","25.8",""
"From 150 to 299 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","20.7",""
"From 150 to 299 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","17.0",""
"From 150 to 299 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","10.6",""
"From 150 to 299 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","3.7",""
"From 150 to 299 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","28.8",""
"From 150 to 299 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","15.2",""
"From 150 to 299 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","14.8",""
"From 150 to 299 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","9.2",""
"From 150 to 299 minutes","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","3.9",""
"From 150 to 299 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","23.6",""
"From 150 to 299 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","24.5",""
"From 150 to 299 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","33.2",""
"From 150 to 299 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","23.4",""
"From 150 to 299 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","21.1",""
"From 150 to 299 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","25.9",""
"From 150 to 299 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","30.0",""
"From 150 to 299 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","32.1",""
"From 150 to 299 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","29.8",""
"From 150 to 299 minutes","Finland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","21.4","u"
"From 150 to 299 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","16.4",""
"From 150 to 299 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","24.5",""
"From 150 to 299 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","25.4",""
"From 150 to 299 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","23.3",""
"From 150 to 299 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","15.4",""
"From 150 to 299 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","25.7",""
"From 150 to 299 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","28.6",""
"From 150 to 299 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","29.6",""
"From 150 to 299 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","26.9",""
"From 150 to 299 minutes","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","17.9","u"
"From 150 to 299 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","13.4",""
"From 150 to 299 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","20.2",""
"From 150 to 299 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","20.4",""
"From 150 to 299 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","17.1",""
"From 150 to 299 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","10.7",""
"From 150 to 299 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","21.6",""
"From 150 to 299 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","18.2",""
"From 150 to 299 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","18.6",""
"From 150 to 299 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","16.7",""
"From 150 to 299 minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","10.1",""
"From 150 to 299 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","18.0",""
"From 150 to 299 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","34.5",""
"From 150 to 299 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","33.3",""
"From 150 to 299 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","29.1",""
"From 150 to 299 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","22.4",""
"From 150 to 299 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","29.1",""
"From 150 to 299 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","37.6",""
"From 150 to 299 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","36.8",""
"From 150 to 299 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","36.8",""
"From 150 to 299 minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","25.0",""
"From 150 to 299 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","17.5",""
"From 150 to 299 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","20.7",""
"From 150 to 299 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","21.7",""
"From 150 to 299 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","19.6",""
"From 150 to 299 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","15.8",""
"From 150 to 299 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","19.3",""
"From 150 to 299 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","26.1",""
"From 150 to 299 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","25.6",""
"From 150 to 299 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","24.8",""
"From 150 to 299 minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","16.0",""
"From 150 to 299 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","5.3",""
"From 150 to 299 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","3.6",""
"From 150 to 299 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","2.7",""
"From 150 to 299 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","2.1",""
"From 150 to 299 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","0.8",""
"From 150 to 299 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","2.1",""
"From 150 to 299 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","1.9",""
"From 150 to 299 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","1.3",""
"From 150 to 299 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","0.9",""
"From 150 to 299 minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","0.5",""
"300 minutes or over","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","45.9",""
"300 minutes or over","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","20.2",""
"300 minutes or over","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","17",""
"300 minutes or over","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","16.2",""
"300 minutes or over","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"300 minutes or over","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","10.6",""
"300 minutes or over","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","9.1",""
"300 minutes or over","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","4.4",""
"300 minutes or over","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","11.2",""
"300 minutes or over","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"300 minutes or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","27.5",""
"300 minutes or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","13.8",""
"300 minutes or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.8",""
"300 minutes or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","4.1",""
"300 minutes or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","2.5",""
"300 minutes or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","9.2",""
"300 minutes or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","5.5",""
"300 minutes or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","2.0",""
"300 minutes or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","1.2",""
"300 minutes or over","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","0.2",""
"300 minutes or over","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","39.7",""
"300 minutes or over","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","24.4",""
"300 minutes or over","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","22.9",""
"300 minutes or over","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","11.8",""
"300 minutes or over","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","6.2",""
"300 minutes or over","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","24.2",""
"300 minutes or over","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","11.1",""
"300 minutes or over","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","10.3",""
"300 minutes or over","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","9.3",""
"300 minutes or over","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","3.5",""
"300 minutes or over","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","47.7",""
"300 minutes or over","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","36.9",""
"300 minutes or over","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","28.4",""
"300 minutes or over","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","25.3",""
"300 minutes or over","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","28.7",""
"300 minutes or over","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","44.5",""
"300 minutes or over","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","30.4",""
"300 minutes or over","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","23.3",""
"300 minutes or over","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","28.6",""
"300 minutes or over","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","25.6","u"
"300 minutes or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","48.3",""
"300 minutes or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","30.7",""
"300 minutes or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","23.7",""
"300 minutes or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","25.6",""
"300 minutes or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","31.5",""
"300 minutes or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","31.0",""
"300 minutes or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","19.4",""
"300 minutes or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","17.9",""
"300 minutes or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","24.0",""
"300 minutes or over","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","21.4",""
"300 minutes or over","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","25.8",""
"300 minutes or over","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","18.4",""
"300 minutes or over","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","14.0",""
"300 minutes or over","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","11.6",""
"300 minutes or over","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","10.3",""
"300 minutes or over","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","14.8",""
"300 minutes or over","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","9.2",""
"300 minutes or over","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","10.0",""
"300 minutes or over","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","11.2",""
"300 minutes or over","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","4.7",""
"300 minutes or over","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","39.7",""
"300 minutes or over","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","23.8","u"
"300 minutes or over","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","18.3",""
"300 minutes or over","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","13.8",""
"300 minutes or over","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","9.9","u"
"300 minutes or over","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","10.6",""
"300 minutes or over","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","11.0",""
"300 minutes or over","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","10.9",""
"300 minutes or over","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","10.1",""
"300 minutes or over","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","4.4","u"
"300 minutes or over","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","32.7",""
"300 minutes or over","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","20.5",""
"300 minutes or over","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","11.5",""
"300 minutes or over","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","6.2",""
"300 minutes or over","Greece","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","3.3",""
"300 minutes or over","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","16.8",""
"300 minutes or over","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","9.9",""
"300 minutes or over","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","7.4",""
"300 minutes or over","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","6.0",""
"300 minutes or over","Greece","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","0.8",""
"300 minutes or over","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","43.2",""
"300 minutes or over","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","35.3",""
"300 minutes or over","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","23.6",""
"300 minutes or over","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","22.9",""
"300 minutes or over","Spain","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","19.7",""
"300 minutes or over","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","20.0",""
"300 minutes or over","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","15.8",""
"300 minutes or over","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","14.9",""
"300 minutes or over","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","16.5",""
"300 minutes or over","Spain","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","11.9",""
"300 minutes or over","France","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","28.4",""
"300 minutes or over","France","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","16.7",""
"300 minutes or over","France","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","11.2",""
"300 minutes or over","France","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","13.8",""
"300 minutes or over","France","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","16.1",""
"300 minutes or over","France","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","9.9",""
"300 minutes or over","France","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","5.9",""
