"FREQUENC","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Every month","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","34.3",""
"Every month","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","45.5",""
"Every month","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","44.6",""
"Every month","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","40.4",""
"Every month","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","30.9",""
"Every month","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","38.2",""
"Every month","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","39.9",""
"Every month","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","45.0",""
"Every month","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","42.0",""
"Every month","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","28.7",""
"Every month","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","56.4",""
"Every month","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","55.7",""
"Every month","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","51.5",""
"Every month","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","43.2",""
"Every month","Norway","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","31.7",""
"Every month","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","64.5",""
"Every month","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","59.9",""
"Every month","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","54.9",""
"Every month","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","50.3",""
"Every month","Norway","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","36.9",""
"Every month","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","7.9",""
"Every month","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","11.3",""
"Every month","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.7",""
"Every month","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","7.4",""
"Every month","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","2.8",""
"Every month","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","1.6",""
"Every month","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","3.2",""
"Every month","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","2.3",""
"Every month","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","1.2",""
"Every month","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","0.2",""
"Less than once a month","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","8.0","u"
"Less than once a month","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","7.9","u"
"Less than once a month","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","4.6","u"
"Less than once a month","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","5.2","u"
"Less than once a month","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","7.6","u"
"Less than once a month","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","12.2","u"
"Less than once a month","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","17.1","u"
"Less than once a month","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","12.6","u"
"Less than once a month","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","9.9",""
"Less than once a month","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","10.9","u"
"Less than once a month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","9.7",""
"Less than once a month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","8.7",""
"Less than once a month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","7.1",""
"Less than once a month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","7.8",""
"Less than once a month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","8.4",""
"Less than once a month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","18.4",""
"Less than once a month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","14.9",""
"Less than once a month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","16.8",""
"Less than once a month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","15.9",""
"Less than once a month","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","15.0",""
"Less than once a month","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","11.0",""
"Less than once a month","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","7.0",""
"Less than once a month","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","10.4",""
"Less than once a month","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","5.8",""
"Less than once a month","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","10.6",""
"Less than once a month","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","17.9",""
"Less than once a month","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","18.1",""
"Less than once a month","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","18.8",""
"Less than once a month","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","22.8",""
"Less than once a month","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","26.4",""
"Less than once a month","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","13.9",""
"Less than once a month","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","13.1",""
"Less than once a month","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","11.6",""
"Less than once a month","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","5.7",""
"Less than once a month","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","5.2",""
"Less than once a month","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","22.3",""
"Less than once a month","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","23.7",""
"Less than once a month","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","21.1",""
"Less than once a month","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","14.3",""
"Less than once a month","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","9.6",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","12.8",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","9.5",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.4",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","7.1",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","6.8",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","18.7",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","20.6",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","20.8",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","16.0",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","13.4",""
"Less than once a month","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","26.8",""
"Less than once a month","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","18.2",""
"Less than once a month","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","17.0",""
"Less than once a month","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","23.8",""
"Less than once a month","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","29.5",""
"Less than once a month","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","37.1",""
"Less than once a month","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","31.4",""
"Less than once a month","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","36.5",""
"Less than once a month","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","41.9",""
"Less than once a month","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","42.0",""
"Less than once a month","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","9.5",""
"Less than once a month","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","11.3",""
"Less than once a month","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.9",""
"Less than once a month","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","7.9",""
"Less than once a month","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","6.2",""
"Less than once a month","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","10.0",""
"Less than once a month","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","17.2",""
"Less than once a month","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","15.6",""
"Less than once a month","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","10.2",""
"Less than once a month","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","12.2",""
"Less than once a month","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","13.1",""
"Less than once a month","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","7.7",""
"Less than once a month","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","8.6",""
"Less than once a month","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","6.9",""
"Less than once a month","Greece","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","10.3",""
"Less than once a month","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","12.6",""
"Less than once a month","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","13.0",""
"Less than once a month","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","16.1",""
"Less than once a month","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","15.2",""
"Less than once a month","Greece","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","12.2",""
"Less than once a month","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","10.3",""
"Less than once a month","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","13.8",""
"Less than once a month","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.8",""
"Less than once a month","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","7.5",""
"Less than once a month","Spain","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","7.5",""
"Less than once a month","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","16.6",""
"Less than once a month","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","17.1",""
"Less than once a month","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","17.9",""
"Less than once a month","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","14.4",""
"Less than once a month","Spain","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","12.3",""
"Less than once a month","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","13.9",""
"Less than once a month","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","11.4",""
"Less than once a month","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","8.1",""
"Less than once a month","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","8.3",""
"Less than once a month","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","7.5",""
"Less than once a month","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","21.8",""
"Less than once a month","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","16.5",""
"Less than once a month","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","16.9",""
"Less than once a month","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","14.0",""
"Less than once a month","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","10.5",""
"Less than once a month","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","8.4","d"
"Less than once a month","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","6.4","d"
"Less than once a month","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","6.7","d"
"Less than once a month","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","6.4","d"
"Less than once a month","Italy","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","6.2","d"
"Less than once a month","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","11.6","d"
"Less than once a month","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","11.3","d"
"Less than once a month","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","11.3","d"
"Less than once a month","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","11.2","d"
"Less than once a month","Italy","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","8.3","d"
"Less than once a month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","14.5",""
"Less than once a month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","7.9",""
"Less than once a month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.0",""
"Less than once a month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","8.5",""
"Less than once a month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","9.3",""
"Less than once a month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","7.3",""
"Less than once a month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","8.1",""
"Less than once a month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","9.2",""
"Less than once a month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","9.1",""
"Less than once a month","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","7.0",""
"Less than once a month","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","28.6",""
"Less than once a month","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","17.5",""
"Less than once a month","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","15.9",""
"Less than once a month","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","20.0",""
"Less than once a month","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","31.8",""
"Less than once a month","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","27.4",""
"Less than once a month","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","31.6",""
"Less than once a month","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","34.5",""
"Less than once a month","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","40.3",""
"Less than once a month","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","33.4",""
"Less than once a month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","19.8",""
"Less than once a month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","13.0",""
"Less than once a month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","14.2",""
"Less than once a month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","12.2",""
"Less than once a month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","23.4",""
"Less than once a month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","20.4",""
"Less than once a month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","31.0",""
"Less than once a month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","26.9",""
"Less than once a month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","37.3",""
"Less than once a month","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","32.0",""
"Less than once a month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","12.2",""
"Less than once a month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","6.1",""
"Less than once a month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","5.1",""
"Less than once a month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","5.2",""
"Less than once a month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","2.7",""
"Less than once a month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","20.1",""
"Less than once a month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","15.0",""
"Less than once a month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","11.2",""
"Less than once a month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","7.6",""
"Less than once a month","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","7.6",""
"Less than once a month","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","23.1",""
"Less than once a month","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","24.1",""
"Less than once a month","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","17.5",""
"Less than once a month","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","14.3",""
"Less than once a month","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","10.7",""
"Less than once a month","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","29.6",""
"Less than once a month","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","32.1",""
"Less than once a month","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","33.9",""
"Less than once a month","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","33.6",""
"Less than once a month","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","22.1",""
"Less than once a month","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","8.4",""
"Less than once a month","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","8.5",""
"Less than once a month","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","12.6",""
"Less than once a month","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","11.5",""
"Less than once a month","Malta","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","14.7",""
"Less than once a month","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","11.6",""
"Less than once a month","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","18.6",""
"Less than once a month","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","19.5",""
"Less than once a month","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","17.8",""
"Less than once a month","Malta","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","18.7",""
"Less than once a month","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","7.6",""
"Less than once a month","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","9.2",""
"Less than once a month","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.5",""
"Less than once a month","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","6.5",""
"Less than once a month","Austria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","5.4",""
"Less than once a month","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","16.9",""
"Less than once a month","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","22.2",""
"Less than once a month","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","23.1",""
"Less than once a month","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","16.3",""
"Less than once a month","Austria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","16.0",""
"Less than once a month","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","15.9",""
"Less than once a month","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","17.2",""
"Less than once a month","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","17.2",""
"Less than once a month","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","21.5",""
"Less than once a month","Poland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","27.9",""
"Less than once a month","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","22.4",""
"Less than once a month","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","30.5",""
"Less than once a month","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","32.9",""
"Less than once a month","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","36.4",""
"Less than once a month","Poland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","25.0",""
"Less than once a month","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","17.1",""
"Less than once a month","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","10.8",""
"Less than once a month","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","6.3",""
"Less than once a month","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","4.6",""
"Less than once a month","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","4.7",""
"Less than once a month","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","23.4",""
"Less than once a month","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","21.1",""
"Less than once a month","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","18.0",""
"Less than once a month","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","15.1",""
"Less than once a month","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","9.3",""
"Less than once a month","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","10.4",""
"Less than once a month","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","10.7",""
"Less than once a month","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.1",""
"Less than once a month","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","7.2",""
"Less than once a month","Romania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","7.9",""
"Less than once a month","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","12.3",""
"Less than once a month","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","17.7",""
"Less than once a month","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","16.4",""
"Less than once a month","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","16.8",""
"Less than once a month","Romania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","10.2",""
"Less than once a month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","13.5",""
"Less than once a month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","13.3",""
"Less than once a month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","8.7",""
"Less than once a month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","8.0",""
"Less than once a month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","8.0",""
"Less than once a month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","22.7",""
"Less than once a month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","24.9",""
"Less than once a month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","29.2",""
"Less than once a month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","22.2",""
"Less than once a month","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","18.6",""
"Less than once a month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","15.4",""
"Less than once a month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","18.1",""
"Less than once a month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","17.5",""
"Less than once a month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","17.1",""
"Less than once a month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","19.5",""
"Less than once a month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","22.0",""
"Less than once a month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","31.9",""
"Less than once a month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","28.8",""
"Less than once a month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","29.9",""
"Less than once a month","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","24.7",""
"Less than once a month","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","12.6",""
"Less than once a month","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","11.8",""
"Less than once a month","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","7.6",""
"Less than once a month","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","8.8",""
"Less than once a month","Finland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","9.1",""
"Less than once a month","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","19.5",""
