"N_PORTION","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"5 portions or more","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","7.4",""
"5 portions or more","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","5.0",""
"5 portions or more","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","7.0",""
"5 portions or more","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","8.0",""
"5 portions or more","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","12.0",""
"5 portions or more","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","11.5",""
"5 portions or more","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","10.8",""
"5 portions or more","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","8.7",""
"5 portions or more","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","13.6",""
"5 portions or more","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","13.4",""
"5 portions or more","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","10.5",""
"5 portions or more","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","11.9",""
"5 portions or more","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","12.6",""
"5 portions or more","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","14.4",""
"5 portions or more","Malta","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","16.8",""
"5 portions or more","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","14.2",""
"5 portions or more","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","16.2",""
"5 portions or more","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","21.2",""
"5 portions or more","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","22.8",""
"5 portions or more","Malta","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","23.4",""
"5 portions or more","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","15.0",""
"5 portions or more","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","18.5",""
"5 portions or more","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","21.0",""
"5 portions or more","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","19.6",""
"5 portions or more","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","32.4",""
"5 portions or more","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","20.2",""
"5 portions or more","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","23.6",""
"5 portions or more","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","24.6",""
"5 portions or more","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","30.7",""
"5 portions or more","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","37.1",""
"5 portions or more","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","6.1",""
"5 portions or more","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","4.9",""
"5 portions or more","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","3.5",""
"5 portions or more","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","3.2",""
"5 portions or more","Austria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","4.1",""
"5 portions or more","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","10.3",""
"5 portions or more","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","12.4",""
"5 portions or more","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","9.1",""
"5 portions or more","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","10.6",""
"5 portions or more","Austria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","8.0",""
"5 portions or more","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","7.2",""
"5 portions or more","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","9.1",""
"5 portions or more","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","7.7",""
"5 portions or more","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","7.9",""
"5 portions or more","Poland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","8.4",""
"5 portions or more","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","10.6",""
"5 portions or more","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","12.0",""
"5 portions or more","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","12.2",""
"5 portions or more","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","13.5",""
"5 portions or more","Poland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","9.4",""
"5 portions or more","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","6.8",""
"5 portions or more","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","10.9",""
"5 portions or more","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","16.2",""
"5 portions or more","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","17.8",""
"5 portions or more","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","18.4",""
"5 portions or more","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","11.3",""
"5 portions or more","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","17.9",""
"5 portions or more","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","23.2",""
"5 portions or more","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","26.2",""
"5 portions or more","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","18.6",""
"5 portions or more","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","4.3",""
"5 portions or more","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","3.2",""
"5 portions or more","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","2.5",""
"5 portions or more","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","2.7",""
"5 portions or more","Romania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","2.5",""
"5 portions or more","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","5.4",""
"5 portions or more","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","3.6",""
"5 portions or more","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","4.4",""
"5 portions or more","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","4.1",""
"5 portions or more","Romania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","2.9",""
"5 portions or more","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","8.5",""
"5 portions or more","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","4.9",""
"5 portions or more","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","4.4",""
"5 portions or more","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","6.3",""
"5 portions or more","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","6.1",""
"5 portions or more","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","7.3",""
"5 portions or more","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","11.2",""
"5 portions or more","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","8.4",""
"5 portions or more","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","9.2",""
"5 portions or more","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","8.4",""
"5 portions or more","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","6.5",""
"5 portions or more","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","7.8",""
"5 portions or more","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","8.3",""
"5 portions or more","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","8.2",""
"5 portions or more","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","9.1",""
"5 portions or more","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","12.6",""
"5 portions or more","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","14.3",""
"5 portions or more","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","12.1",""
"5 portions or more","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","14.2",""
"5 portions or more","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","13.4",""
"5 portions or more","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","9.2",""
"5 portions or more","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","6.3",""
"5 portions or more","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","6.9",""
"5 portions or more","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","5.3",""
"5 portions or more","Finland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","6.7",""
"5 portions or more","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","19.5",""
"5 portions or more","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","23.3",""
"5 portions or more","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","19.3",""
"5 portions or more","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","18.5",""
"5 portions or more","Finland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","14.9",""
"5 portions or more","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","10.3",""
"5 portions or more","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","6.4",""
"5 portions or more","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","5.6",""
"5 portions or more","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","4.1",""
"5 portions or more","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","5.3",""
"5 portions or more","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","9.7",""
"5 portions or more","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","13.3",""
"5 portions or more","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","13.1",""
"5 portions or more","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","13.7",""
"5 portions or more","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","9.9",""
"5 portions or more","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","21.9",""
"5 portions or more","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","27.4",""
"5 portions or more","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","25.3",""
"5 portions or more","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","25.6",""
"5 portions or more","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","31.6",""
"5 portions or more","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","32.1",""
"5 portions or more","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","36.2",""
"5 portions or more","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","36.7",""
"5 portions or more","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","41.1",""
"5 portions or more","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","40.5",""
"5 portions or more","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","12.2",""
"5 portions or more","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","6.0",""
"5 portions or more","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","6.6",""
"5 portions or more","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","4.5",""
"5 portions or more","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","3.4",""
"5 portions or more","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","22.0",""
"5 portions or more","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","16.8",""
"5 portions or more","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","11.6",""
"5 portions or more","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","13.8",""
"5 portions or more","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","5.4",""
"5 portions or more","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","3.4",""
"5 portions or more","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","6.9",""
"5 portions or more","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","4.5",""
"5 portions or more","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","4.9",""
"5 portions or more","Norway","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","4.0",""
"5 portions or more","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","6.4",""
"5 portions or more","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","9.1",""
"5 portions or more","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","10.0",""
"5 portions or more","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","9.5",""
"5 portions or more","Norway","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","5.8",""
"5 portions or more","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","2.8",""
"5 portions or more","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","2.2",""
"5 portions or more","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","2.6",""
"5 portions or more","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","3.9",""
"5 portions or more","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","3.8",""
"5 portions or more","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","2.5",""
"5 portions or more","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","2.3",""
"5 portions or more","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","3.9",""
"5 portions or more","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","3.7",""
"5 portions or more","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","2.6",""
