"BMI","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Overweight","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","23.5",""
"Overweight","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","43.0",""
"Overweight","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","58.1",""
"Overweight","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","67.5",""
"Overweight","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","66.3",""
"Overweight","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","19.9",""
"Overweight","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","27.5",""
"Overweight","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","42.4",""
"Overweight","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","59.8",""
"Overweight","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","63.9",""
"Overweight","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","22.8",""
"Overweight","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","50.5",""
"Overweight","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","65.6",""
"Overweight","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","76.3",""
"Overweight","Romania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","68.5",""
"Overweight","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","12.4",""
"Overweight","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","26.1",""
"Overweight","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","42.8",""
"Overweight","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","62.6",""
"Overweight","Romania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","62.9",""
"Overweight","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","27.3",""
"Overweight","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","49.7",""
"Overweight","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","70.3",""
"Overweight","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","74.9",""
"Overweight","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","70.3",""
"Overweight","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","19.4",""
"Overweight","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","25.9",""
"Overweight","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","41.4",""
"Overweight","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","57.6",""
"Overweight","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","63.9",""
"Overweight","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","25.1",""
"Overweight","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","49.6",""
"Overweight","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","68.6",""
"Overweight","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","76.4",""
"Overweight","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","75.8",""
"Overweight","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","11.2",""
"Overweight","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","22.6",""
"Overweight","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","32.3",""
"Overweight","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","60.3",""
"Overweight","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","74.7",""
"Overweight","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","27.0",""
"Overweight","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","54.2",""
"Overweight","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","63.4",""
"Overweight","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","72.3",""
"Overweight","Finland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","64.5",""
"Overweight","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","22.3",""
"Overweight","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","33.1",""
"Overweight","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","40.2",""
"Overweight","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","56.2",""
"Overweight","Finland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","60.7",""
"Overweight","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","23.0",""
"Overweight","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","40.9",""
"Overweight","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","61.7",""
"Overweight","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","67.1",""
"Overweight","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","56.5",""
"Overweight","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","17.1",""
"Overweight","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","28.7",""
"Overweight","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","42.1",""
"Overweight","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","51.6",""
"Overweight","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","54.7",""
"Overweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","27.1",""
"Overweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","50.1",""
"Overweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","60.9",""
"Overweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","70.6",""
"Overweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","60.2",""
"Overweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","26.0",""
"Overweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","45.0",""
"Overweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","51.6",""
"Overweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","57.8",""
"Overweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","56.7",""
"Overweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","33.6",""
"Overweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","61.0",""
"Overweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","73.8",""
"Overweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","75.5",""
"Overweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","66.0",""
"Overweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","22.6",""
"Overweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","44.3",""
"Overweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","45.6",""
"Overweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","55.1",""
"Overweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","60.8",""
"Overweight","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","28.6",""
"Overweight","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","48.9",""
"Overweight","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","64.2",""
"Overweight","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","69.1",""
"Overweight","Norway","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","57.0",""
"Overweight","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","23.4",""
"Overweight","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","29.1",""
"Overweight","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","38.4",""
"Overweight","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","46.5",""
"Overweight","Norway","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","48.9",""
"Overweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","22.0",""
"Overweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","49.7",""
"Overweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","66.0",""
"Overweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","70.4",""
"Overweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","55.9",""
"Overweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","17.4",""
"Overweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","38.7",""
"Overweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","63.8",""
"Overweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","80.4",""
"Overweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","67.4",""
