"SMOKING","GEO","UNIT","ISCED11","SEX","AGE","TIME","Value","Flag and Footnotes"
"Occasional smoker","Hungary","Percentage","All ISCED 2011 levels ","Females","From 35 to 44 years","2014","1.3",""
"Occasional smoker","Hungary","Percentage","All ISCED 2011 levels ","Females","From 45 to 64 years","2014","0.7",""
"Occasional smoker","Hungary","Percentage","All ISCED 2011 levels ","Females","65 years or over","2014","0.5",""
"Occasional smoker","Malta","Percentage","All ISCED 2011 levels ","Males","From 15 to 24 years","2014","7.8",""
"Occasional smoker","Malta","Percentage","All ISCED 2011 levels ","Males","From 25 to 34 years","2014","3.8",""
"Occasional smoker","Malta","Percentage","All ISCED 2011 levels ","Males","From 35 to 44 years","2014","6.3",""
"Occasional smoker","Malta","Percentage","All ISCED 2011 levels ","Males","From 45 to 64 years","2014","3.5",""
"Occasional smoker","Malta","Percentage","All ISCED 2011 levels ","Males","65 years or over","2014","0.8",""
"Occasional smoker","Malta","Percentage","All ISCED 2011 levels ","Females","From 15 to 24 years","2014","5.9",""
"Occasional smoker","Malta","Percentage","All ISCED 2011 levels ","Females","From 25 to 34 years","2014","5.7",""
"Occasional smoker","Malta","Percentage","All ISCED 2011 levels ","Females","From 35 to 44 years","2014","4.9",""
"Occasional smoker","Malta","Percentage","All ISCED 2011 levels ","Females","From 45 to 64 years","2014","2.9",""
"Occasional smoker","Malta","Percentage","All ISCED 2011 levels ","Females","65 years or over","2014","0.7",""
"Occasional smoker","Netherlands","Percentage","All ISCED 2011 levels ","Males","From 15 to 24 years","2014","12.6",""
"Occasional smoker","Netherlands","Percentage","All ISCED 2011 levels ","Males","From 25 to 34 years","2014","10.0",""
"Occasional smoker","Netherlands","Percentage","All ISCED 2011 levels ","Males","From 35 to 44 years","2014","6.8",""
"Occasional smoker","Netherlands","Percentage","All ISCED 2011 levels ","Males","From 45 to 64 years","2014","5.4",""
"Occasional smoker","Netherlands","Percentage","All ISCED 2011 levels ","Males","65 years or over","2014","3.8",""
"Occasional smoker","Netherlands","Percentage","All ISCED 2011 levels ","Females","From 15 to 24 years","2014","8.7",""
"Occasional smoker","Netherlands","Percentage","All ISCED 2011 levels ","Females","From 25 to 34 years","2014","9.5",""
"Occasional smoker","Netherlands","Percentage","All ISCED 2011 levels ","Females","From 35 to 44 years","2014","4.3",""
"Occasional smoker","Netherlands","Percentage","All ISCED 2011 levels ","Females","From 45 to 64 years","2014","3.8",""
"Occasional smoker","Netherlands","Percentage","All ISCED 2011 levels ","Females","65 years or over","2014","1.7",""
"Occasional smoker","Austria","Percentage","All ISCED 2011 levels ","Males","From 15 to 24 years","2014","11.8",""
"Occasional smoker","Austria","Percentage","All ISCED 2011 levels ","Males","From 25 to 34 years","2014","8.4",""
"Occasional smoker","Austria","Percentage","All ISCED 2011 levels ","Males","From 35 to 44 years","2014","5.9",""
"Occasional smoker","Austria","Percentage","All ISCED 2011 levels ","Males","From 45 to 64 years","2014","6.0",""
"Occasional smoker","Austria","Percentage","All ISCED 2011 levels ","Males","65 years or over","2014","1.6",""
"Occasional smoker","Austria","Percentage","All ISCED 2011 levels ","Females","From 15 to 24 years","2014","8.6",""
"Occasional smoker","Austria","Percentage","All ISCED 2011 levels ","Females","From 25 to 34 years","2014","6.7",""
"Occasional smoker","Austria","Percentage","All ISCED 2011 levels ","Females","From 35 to 44 years","2014","5.6",""
"Occasional smoker","Austria","Percentage","All ISCED 2011 levels ","Females","From 45 to 64 years","2014","4.9",""
"Occasional smoker","Austria","Percentage","All ISCED 2011 levels ","Females","65 years or over","2014","1.8",""
"Occasional smoker","Poland","Percentage","All ISCED 2011 levels ","Males","From 15 to 24 years","2014","5.8",""
"Occasional smoker","Poland","Percentage","All ISCED 2011 levels ","Males","From 25 to 34 years","2014","4.4",""
"Occasional smoker","Poland","Percentage","All ISCED 2011 levels ","Males","From 35 to 44 years","2014","4.0",""
"Occasional smoker","Poland","Percentage","All ISCED 2011 levels ","Males","From 45 to 64 years","2014","3.1",""
"Occasional smoker","Poland","Percentage","All ISCED 2011 levels ","Males","65 years or over","2014","1.7",""
"Occasional smoker","Poland","Percentage","All ISCED 2011 levels ","Females","From 15 to 24 years","2014","4.3",""
"Occasional smoker","Poland","Percentage","All ISCED 2011 levels ","Females","From 25 to 34 years","2014","4.1",""
"Occasional smoker","Poland","Percentage","All ISCED 2011 levels ","Females","From 35 to 44 years","2014","3.3",""
"Occasional smoker","Poland","Percentage","All ISCED 2011 levels ","Females","From 45 to 64 years","2014","3.3",""
"Occasional smoker","Poland","Percentage","All ISCED 2011 levels ","Females","65 years or over","2014","1.1",""
"Occasional smoker","Portugal","Percentage","All ISCED 2011 levels ","Males","From 15 to 24 years","2014","6.9",""
"Occasional smoker","Portugal","Percentage","All ISCED 2011 levels ","Males","From 25 to 34 years","2014","7.9",""
"Occasional smoker","Portugal","Percentage","All ISCED 2011 levels ","Males","From 35 to 44 years","2014","4.2",""
"Occasional smoker","Portugal","Percentage","All ISCED 2011 levels ","Males","From 45 to 64 years","2014","3.7",""
"Occasional smoker","Portugal","Percentage","All ISCED 2011 levels ","Males","65 years or over","2014","0.9",""
"Occasional smoker","Portugal","Percentage","All ISCED 2011 levels ","Females","From 15 to 24 years","2014","5.4",""
"Occasional smoker","Portugal","Percentage","All ISCED 2011 levels ","Females","From 25 to 34 years","2014","4.3",""
"Occasional smoker","Portugal","Percentage","All ISCED 2011 levels ","Females","From 35 to 44 years","2014","2.9",""
"Occasional smoker","Portugal","Percentage","All ISCED 2011 levels ","Females","From 45 to 64 years","2014","1.9",""
"Occasional smoker","Portugal","Percentage","All ISCED 2011 levels ","Females","65 years or over","2014","0.1",""
"Occasional smoker","Romania","Percentage","All ISCED 2011 levels ","Males","From 15 to 24 years","2014","9.0",""
"Occasional smoker","Romania","Percentage","All ISCED 2011 levels ","Males","From 25 to 34 years","2014","12.2",""
"Occasional smoker","Romania","Percentage","All ISCED 2011 levels ","Males","From 35 to 44 years","2014","6.6",""
"Occasional smoker","Romania","Percentage","All ISCED 2011 levels ","Males","From 45 to 64 years","2014","6.8",""
"Occasional smoker","Romania","Percentage","All ISCED 2011 levels ","Males","65 years or over","2014","3.6",""
"Occasional smoker","Romania","Percentage","All ISCED 2011 levels ","Females","From 15 to 24 years","2014","5.7",""
"Occasional smoker","Romania","Percentage","All ISCED 2011 levels ","Females","From 25 to 34 years","2014","6.1",""
"Occasional smoker","Romania","Percentage","All ISCED 2011 levels ","Females","From 35 to 44 years","2014","6.5",""
"Occasional smoker","Romania","Percentage","All ISCED 2011 levels ","Females","From 45 to 64 years","2014","4.1",""
"Occasional smoker","Romania","Percentage","All ISCED 2011 levels ","Females","65 years or over","2014","0.7",""
"Occasional smoker","Slovenia","Percentage","All ISCED 2011 levels ","Males","From 15 to 24 years","2014","7.1",""
"Occasional smoker","Slovenia","Percentage","All ISCED 2011 levels ","Males","From 25 to 34 years","2014","9.7",""
"Occasional smoker","Slovenia","Percentage","All ISCED 2011 levels ","Males","From 35 to 44 years","2014","6.4",""
"Occasional smoker","Slovenia","Percentage","All ISCED 2011 levels ","Males","From 45 to 64 years","2014","4.8",""
"Occasional smoker","Slovenia","Percentage","All ISCED 2011 levels ","Males","65 years or over","2014","1.5",""
"Occasional smoker","Slovenia","Percentage","All ISCED 2011 levels ","Females","From 15 to 24 years","2014","8.4",""
"Occasional smoker","Slovenia","Percentage","All ISCED 2011 levels ","Females","From 25 to 34 years","2014","7.3",""
"Occasional smoker","Slovenia","Percentage","All ISCED 2011 levels ","Females","From 35 to 44 years","2014","6.9",""
"Occasional smoker","Slovenia","Percentage","All ISCED 2011 levels ","Females","From 45 to 64 years","2014","5.0",""
"Occasional smoker","Slovenia","Percentage","All ISCED 2011 levels ","Females","65 years or over","2014","1.0",""
"Occasional smoker","Slovakia","Percentage","All ISCED 2011 levels ","Males","From 15 to 24 years","2014","13.4",""
"Occasional smoker","Slovakia","Percentage","All ISCED 2011 levels ","Males","From 25 to 34 years","2014","7.6",""
"Occasional smoker","Slovakia","Percentage","All ISCED 2011 levels ","Males","From 35 to 44 years","2014","5.5",""
"Occasional smoker","Slovakia","Percentage","All ISCED 2011 levels ","Males","From 45 to 64 years","2014","7.2",""
"Occasional smoker","Slovakia","Percentage","All ISCED 2011 levels ","Males","65 years or over","2014","4.3",""
"Occasional smoker","Slovakia","Percentage","All ISCED 2011 levels ","Females","From 15 to 24 years","2014","9.2",""
"Occasional smoker","Slovakia","Percentage","All ISCED 2011 levels ","Females","From 25 to 34 years","2014","8.7",""
"Occasional smoker","Slovakia","Percentage","All ISCED 2011 levels ","Females","From 35 to 44 years","2014","7.1",""
"Occasional smoker","Slovakia","Percentage","All ISCED 2011 levels ","Females","From 45 to 64 years","2014","5.2",""
"Occasional smoker","Slovakia","Percentage","All ISCED 2011 levels ","Females","65 years or over","2014","1.1",""
"Occasional smoker","Finland","Percentage","All ISCED 2011 levels ","Males","From 15 to 24 years","2014","10.4",""
"Occasional smoker","Finland","Percentage","All ISCED 2011 levels ","Males","From 25 to 34 years","2014","14.5",""
"Occasional smoker","Finland","Percentage","All ISCED 2011 levels ","Males","From 35 to 44 years","2014","10.6",""
"Occasional smoker","Finland","Percentage","All ISCED 2011 levels ","Males","From 45 to 64 years","2014","5.6",""
"Occasional smoker","Finland","Percentage","All ISCED 2011 levels ","Males","65 years or over","2014","2.8",""
"Occasional smoker","Finland","Percentage","All ISCED 2011 levels ","Females","From 15 to 24 years","2014","13.3",""
"Occasional smoker","Finland","Percentage","All ISCED 2011 levels ","Females","From 25 to 34 years","2014","9.4",""
"Occasional smoker","Finland","Percentage","All ISCED 2011 levels ","Females","From 35 to 44 years","2014","4.8",""
"Occasional smoker","Finland","Percentage","All ISCED 2011 levels ","Females","From 45 to 64 years","2014","4.0",""
"Occasional smoker","Finland","Percentage","All ISCED 2011 levels ","Females","65 years or over","2014","1.8",""
"Occasional smoker","Sweden","Percentage","All ISCED 2011 levels ","Males","From 15 to 24 years","2014","8.7",""
"Occasional smoker","Sweden","Percentage","All ISCED 2011 levels ","Males","From 25 to 34 years","2014","15.2",""
"Occasional smoker","Sweden","Percentage","All ISCED 2011 levels ","Males","From 35 to 44 years","2014","10.7",""
"Occasional smoker","Sweden","Percentage","All ISCED 2011 levels ","Males","From 45 to 64 years","2014","6.4",""
"Occasional smoker","Sweden","Percentage","All ISCED 2011 levels ","Males","65 years or over","2014","3.1",""
"Occasional smoker","Sweden","Percentage","All ISCED 2011 levels ","Females","From 15 to 24 years","2014","10.7",""
"Occasional smoker","Sweden","Percentage","All ISCED 2011 levels ","Females","From 25 to 34 years","2014","7.6",""
"Occasional smoker","Sweden","Percentage","All ISCED 2011 levels ","Females","From 35 to 44 years","2014","6.1",""
"Occasional smoker","Sweden","Percentage","All ISCED 2011 levels ","Females","From 45 to 64 years","2014","5.3",""
"Occasional smoker","Sweden","Percentage","All ISCED 2011 levels ","Females","65 years or over","2014","1.7",""
"Occasional smoker","United Kingdom","Percentage","All ISCED 2011 levels ","Males","From 15 to 24 years","2014","4.4",""
"Occasional smoker","United Kingdom","Percentage","All ISCED 2011 levels ","Males","From 25 to 34 years","2014","4.6",""
"Occasional smoker","United Kingdom","Percentage","All ISCED 2011 levels ","Males","From 35 to 44 years","2014","5.1",""
"Occasional smoker","United Kingdom","Percentage","All ISCED 2011 levels ","Males","From 45 to 64 years","2014","3.0",""
"Occasional smoker","United Kingdom","Percentage","All ISCED 2011 levels ","Males","65 years or over","2014","1.5",""
"Occasional smoker","United Kingdom","Percentage","All ISCED 2011 levels ","Females","From 15 to 24 years","2014","3.9",""
"Occasional smoker","United Kingdom","Percentage","All ISCED 2011 levels ","Females","From 25 to 34 years","2014","4.4",""
"Occasional smoker","United Kingdom","Percentage","All ISCED 2011 levels ","Females","From 35 to 44 years","2014","2.6",""
"Occasional smoker","United Kingdom","Percentage","All ISCED 2011 levels ","Females","From 45 to 64 years","2014","2.2",""
"Occasional smoker","United Kingdom","Percentage","All ISCED 2011 levels ","Females","65 years or over","2014","0.8",""
"Occasional smoker","Iceland","Percentage","All ISCED 2011 levels ","Males","From 15 to 24 years","2014","11.0",""
"Occasional smoker","Iceland","Percentage","All ISCED 2011 levels ","Males","From 25 to 34 years","2014","12.8",""
"Occasional smoker","Iceland","Percentage","All ISCED 2011 levels ","Males","From 35 to 44 years","2014","8.9",""
"Occasional smoker","Iceland","Percentage","All ISCED 2011 levels ","Males","From 45 to 64 years","2014","4.4",""
"Occasional smoker","Iceland","Percentage","All ISCED 2011 levels ","Males","65 years or over","2014","2.5",""
"Occasional smoker","Iceland","Percentage","All ISCED 2011 levels ","Females","From 15 to 24 years","2014","7.8",""
"Occasional smoker","Iceland","Percentage","All ISCED 2011 levels ","Females","From 25 to 34 years","2014","7.0",""
"Occasional smoker","Iceland","Percentage","All ISCED 2011 levels ","Females","From 35 to 44 years","2014","8.8",""
"Occasional smoker","Iceland","Percentage","All ISCED 2011 levels ","Females","From 45 to 64 years","2014","4.0",""
"Occasional smoker","Iceland","Percentage","All ISCED 2011 levels ","Females","65 years or over","2014","4.2",""
"Occasional smoker","Norway","Percentage","All ISCED 2011 levels ","Males","From 15 to 24 years","2014","15.2",""
"Occasional smoker","Norway","Percentage","All ISCED 2011 levels ","Males","From 25 to 34 years","2014","10.5",""
"Occasional smoker","Norway","Percentage","All ISCED 2011 levels ","Males","From 35 to 44 years","2014","6.2",""
"Occasional smoker","Norway","Percentage","All ISCED 2011 levels ","Males","From 45 to 64 years","2014","6.8",""
"Occasional smoker","Norway","Percentage","All ISCED 2011 levels ","Males","65 years or over","2014","2.6",""
"Occasional smoker","Norway","Percentage","All ISCED 2011 levels ","Females","From 15 to 24 years","2014","10.1",""
"Occasional smoker","Norway","Percentage","All ISCED 2011 levels ","Females","From 25 to 34 years","2014","8.1",""
"Occasional smoker","Norway","Percentage","All ISCED 2011 levels ","Females","From 35 to 44 years","2014","9.4",""
"Occasional smoker","Norway","Percentage","All ISCED 2011 levels ","Females","From 45 to 64 years","2014","5.8",""
"Occasional smoker","Norway","Percentage","All ISCED 2011 levels ","Females","65 years or over","2014","1.9",""
"Occasional smoker","Turkey","Percentage","All ISCED 2011 levels ","Males","From 15 to 24 years","2014","6.1",""
"Occasional smoker","Turkey","Percentage","All ISCED 2011 levels ","Males","From 25 to 34 years","2014","6.9",""
"Occasional smoker","Turkey","Percentage","All ISCED 2011 levels ","Males","From 35 to 44 years","2014","6.4",""
"Occasional smoker","Turkey","Percentage","All ISCED 2011 levels ","Males","From 45 to 64 years","2014","4.1",""
"Occasional smoker","Turkey","Percentage","All ISCED 2011 levels ","Males","65 years or over","2014","4.4",""
"Occasional smoker","Turkey","Percentage","All ISCED 2011 levels ","Females","From 15 to 24 years","2014","3.7",""
"Occasional smoker","Turkey","Percentage","All ISCED 2011 levels ","Females","From 25 to 34 years","2014","6.5",""
"Occasional smoker","Turkey","Percentage","All ISCED 2011 levels ","Females","From 35 to 44 years","2014","6.8",""
"Occasional smoker","Turkey","Percentage","All ISCED 2011 levels ","Females","From 45 to 64 years","2014","4.2",""
"Occasional smoker","Turkey","Percentage","All ISCED 2011 levels ","Females","65 years or over","2014","1.9",""
