"LEVELS","GEO","SEX","AGE","ISCED11","TIME","UNIT","Value","Flag and Footnotes"
"Moderate, moderately severe or severe","Romania","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","3.5",""
"Moderate, moderately severe or severe","Romania","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","14.5",""
"Moderate, moderately severe or severe","Slovenia","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","4.3",""
"Moderate, moderately severe or severe","Slovenia","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","5.3",""
"Moderate, moderately severe or severe","Slovenia","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","3.2",""
"Moderate, moderately severe or severe","Slovenia","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","3.3",""
"Moderate, moderately severe or severe","Slovenia","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","3.7",""
"Moderate, moderately severe or severe","Slovenia","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","10.1",""
"Moderate, moderately severe or severe","Slovenia","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","5.3",""
"Moderate, moderately severe or severe","Slovenia","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","3.6",""
"Moderate, moderately severe or severe","Slovenia","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","7.5",""
"Moderate, moderately severe or severe","Slovenia","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","8.9",""
"Moderate, moderately severe or severe","Slovakia","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","0.3",""
"Moderate, moderately severe or severe","Slovakia","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","0.7",""
"Moderate, moderately severe or severe","Slovakia","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","1.6",""
"Moderate, moderately severe or severe","Slovakia","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","2.6",""
"Moderate, moderately severe or severe","Slovakia","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","3.9",""
"Moderate, moderately severe or severe","Slovakia","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","0.8",""
"Moderate, moderately severe or severe","Slovakia","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","1.4",""
"Moderate, moderately severe or severe","Slovakia","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","3.0",""
"Moderate, moderately severe or severe","Slovakia","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","3.2",""
"Moderate, moderately severe or severe","Slovakia","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","6.8",""
"Moderate, moderately severe or severe","Finland","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","5.4",""
"Moderate, moderately severe or severe","Finland","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","6.6",""
"Moderate, moderately severe or severe","Finland","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","6.7",""
"Moderate, moderately severe or severe","Finland","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","4.4",""
"Moderate, moderately severe or severe","Finland","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","2.4",""
"Moderate, moderately severe or severe","Finland","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","8.7",""
"Moderate, moderately severe or severe","Finland","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","8.2",""
"Moderate, moderately severe or severe","Finland","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","5.6",""
"Moderate, moderately severe or severe","Finland","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","4.9",""
"Moderate, moderately severe or severe","Finland","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","2.5","u"
"Moderate, moderately severe or severe","Sweden","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","5.0",""
"Moderate, moderately severe or severe","Sweden","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","10.1",""
"Moderate, moderately severe or severe","Sweden","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","5.8",""
"Moderate, moderately severe or severe","Sweden","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","7.0",""
"Moderate, moderately severe or severe","Sweden","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","4.5",""
"Moderate, moderately severe or severe","Sweden","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","15.0",""
"Moderate, moderately severe or severe","Sweden","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","12.9",""
"Moderate, moderately severe or severe","Sweden","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","9.3",""
"Moderate, moderately severe or severe","Sweden","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","12.0",""
"Moderate, moderately severe or severe","Sweden","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","7.4",""
"Moderate, moderately severe or severe","United Kingdom","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","5.0",""
"Moderate, moderately severe or severe","United Kingdom","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","3.7",""
"Moderate, moderately severe or severe","United Kingdom","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","6.3",""
"Moderate, moderately severe or severe","United Kingdom","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","8.9",""
"Moderate, moderately severe or severe","United Kingdom","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","3.8",""
"Moderate, moderately severe or severe","United Kingdom","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","9.5",""
"Moderate, moderately severe or severe","United Kingdom","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","7.7",""
"Moderate, moderately severe or severe","United Kingdom","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","6.7",""
"Moderate, moderately severe or severe","United Kingdom","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","10.8",""
"Moderate, moderately severe or severe","United Kingdom","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","6.9",""
"Moderate, moderately severe or severe","Iceland","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","8.0",""
"Moderate, moderately severe or severe","Iceland","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","8.9",""
"Moderate, moderately severe or severe","Iceland","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","6.3",""
"Moderate, moderately severe or severe","Iceland","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","5.8",""
"Moderate, moderately severe or severe","Iceland","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","4.4",""
"Moderate, moderately severe or severe","Iceland","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","24.6",""
"Moderate, moderately severe or severe","Iceland","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","16.1",""
"Moderate, moderately severe or severe","Iceland","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","12.6",""
"Moderate, moderately severe or severe","Iceland","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","10.7",""
"Moderate, moderately severe or severe","Iceland","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","8.6",""
"Moderate, moderately severe or severe","Norway","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","4.6",""
"Moderate, moderately severe or severe","Norway","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","5.4",""
"Moderate, moderately severe or severe","Norway","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","4.6",""
"Moderate, moderately severe or severe","Norway","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","3.8",""
"Moderate, moderately severe or severe","Norway","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","2.1",""
"Moderate, moderately severe or severe","Norway","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","11.0",""
"Moderate, moderately severe or severe","Norway","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","6.3",""
"Moderate, moderately severe or severe","Norway","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","7.6",""
"Moderate, moderately severe or severe","Norway","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","6.0",""
"Moderate, moderately severe or severe","Norway","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","2.9",""
"Moderate, moderately severe or severe","Turkey","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","4.6",""
"Moderate, moderately severe or severe","Turkey","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","3.2",""
"Moderate, moderately severe or severe","Turkey","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","3.3",""
"Moderate, moderately severe or severe","Turkey","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","4.3",""
"Moderate, moderately severe or severe","Turkey","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","9.5",""
"Moderate, moderately severe or severe","Turkey","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","3.9",""
"Moderate, moderately severe or severe","Turkey","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","6.7",""
"Moderate, moderately severe or severe","Turkey","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","8.4",""
"Moderate, moderately severe or severe","Turkey","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","10.3",""
"Moderate, moderately severe or severe","Turkey","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","15.5",""
