"LEVELS","GEO","UNIT","ISCED11","TIME","SEX","AGE","Value","Flag and Footnotes"
"Severe or very severe","Malta","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","4.1",""
"Severe or very severe","Malta","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","2.5",""
"Severe or very severe","Malta","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","7.7",""
"Severe or very severe","Malta","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","8.3",""
"Severe or very severe","Malta","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","13.9",""
"Severe or very severe","Netherlands","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","3.3",""
"Severe or very severe","Netherlands","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","4.7",""
"Severe or very severe","Netherlands","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","6.5",""
"Severe or very severe","Netherlands","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","10.4",""
"Severe or very severe","Netherlands","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","9.5",""
"Severe or very severe","Netherlands","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","6.8",""
"Severe or very severe","Netherlands","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","8.7",""
"Severe or very severe","Netherlands","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","12.3",""
"Severe or very severe","Netherlands","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","17.1",""
"Severe or very severe","Netherlands","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","17.9",""
"Severe or very severe","Austria","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","2.5",""
"Severe or very severe","Austria","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","3.2",""
"Severe or very severe","Austria","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","5.6",""
"Severe or very severe","Austria","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","10.3",""
"Severe or very severe","Austria","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","10.8",""
"Severe or very severe","Austria","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","3.8",""
"Severe or very severe","Austria","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","6.3",""
"Severe or very severe","Austria","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","9.5",""
"Severe or very severe","Austria","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","11.9",""
"Severe or very severe","Austria","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","18.0",""
"Severe or very severe","Poland","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","2.2",""
"Severe or very severe","Poland","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","4.4",""
"Severe or very severe","Poland","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","7.0",""
"Severe or very severe","Poland","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","11.2",""
"Severe or very severe","Poland","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","16.1",""
"Severe or very severe","Poland","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","6.7",""
"Severe or very severe","Poland","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","6.1",""
"Severe or very severe","Poland","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","11.5",""
"Severe or very severe","Poland","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","14.8",""
"Severe or very severe","Poland","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","26.7",""
"Severe or very severe","Portugal","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","3.2",""
"Severe or very severe","Portugal","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","5.5",""
"Severe or very severe","Portugal","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","6.4",""
"Severe or very severe","Portugal","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","11.3",""
"Severe or very severe","Portugal","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","16.4",""
"Severe or very severe","Portugal","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","5.7",""
"Severe or very severe","Portugal","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","10.8",""
"Severe or very severe","Portugal","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","13.5",""
"Severe or very severe","Portugal","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","22.3",""
"Severe or very severe","Portugal","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","34.2",""
"Severe or very severe","Romania","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","0.6",""
"Severe or very severe","Romania","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","0.5",""
"Severe or very severe","Romania","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","1.3",""
"Severe or very severe","Romania","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","3.2",""
"Severe or very severe","Romania","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","13.7",""
"Severe or very severe","Romania","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","0.6",""
"Severe or very severe","Romania","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","0.7",""
"Severe or very severe","Romania","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","0.6",""
"Severe or very severe","Romania","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","4.6",""
"Severe or very severe","Romania","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","20.4",""
"Severe or very severe","Slovenia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","3.5",""
"Severe or very severe","Slovenia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","4.1",""
"Severe or very severe","Slovenia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","5.6",""
"Severe or very severe","Slovenia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","8.1",""
"Severe or very severe","Slovenia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","11.9",""
"Severe or very severe","Slovenia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","6.3",""
"Severe or very severe","Slovenia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","6.1",""
"Severe or very severe","Slovenia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","4.8",""
"Severe or very severe","Slovenia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","13.0",""
"Severe or very severe","Slovenia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","21.7",""
"Severe or very severe","Slovakia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","4.0",""
"Severe or very severe","Slovakia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","2.3",""
"Severe or very severe","Slovakia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","4.4",""
"Severe or very severe","Slovakia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","10.1",""
"Severe or very severe","Slovakia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","19.6",""
"Severe or very severe","Slovakia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","2.0",""
"Severe or very severe","Slovakia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","6.1",""
"Severe or very severe","Slovakia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","7.4",""
"Severe or very severe","Slovakia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","12.1",""
"Severe or very severe","Slovakia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","24.7",""
"Severe or very severe","Finland","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","4.3",""
"Severe or very severe","Finland","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","7.8",""
"Severe or very severe","Finland","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","5.5",""
"Severe or very severe","Finland","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","10.1",""
"Severe or very severe","Finland","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","6.5",""
"Severe or very severe","Finland","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","8.5",""
"Severe or very severe","Finland","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","10.1",""
"Severe or very severe","Finland","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","10.5",""
"Severe or very severe","Finland","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","11.4",""
"Severe or very severe","Finland","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","8.3",""
"Severe or very severe","Sweden","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","3.2",""
"Severe or very severe","Sweden","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","3.8",""
"Severe or very severe","Sweden","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","6.5",""
"Severe or very severe","Sweden","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","6.4",""
"Severe or very severe","Sweden","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","8.8",""
"Severe or very severe","Sweden","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","6.7",""
"Severe or very severe","Sweden","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","7.2",""
"Severe or very severe","Sweden","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","13.0",""
"Severe or very severe","Sweden","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","13.4",""
"Severe or very severe","Sweden","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","13.8",""
"Severe or very severe","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","0.3",""
"Severe or very severe","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","3.6",""
"Severe or very severe","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","5.1",""
"Severe or very severe","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","9.7",""
"Severe or very severe","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","9.0",""
"Severe or very severe","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","5.4",""
"Severe or very severe","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","6.4",""
"Severe or very severe","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","6.8",""
"Severe or very severe","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","11.2",""
"Severe or very severe","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","15.1",""
"Severe or very severe","Iceland","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","5.0",""
"Severe or very severe","Iceland","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","6.4",""
"Severe or very severe","Iceland","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","7.1",""
"Severe or very severe","Iceland","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","9.3",""
"Severe or very severe","Iceland","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","7.9",""
"Severe or very severe","Iceland","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","11.5",""
"Severe or very severe","Iceland","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","12.4",""
"Severe or very severe","Iceland","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","11.3",""
"Severe or very severe","Iceland","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","16.6",""
"Severe or very severe","Iceland","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","17.4",""
"Severe or very severe","Norway","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","2.7",""
"Severe or very severe","Norway","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","2.6",""
"Severe or very severe","Norway","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","6.6",""
"Severe or very severe","Norway","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","9.4",""
"Severe or very severe","Norway","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","8.5",""
"Severe or very severe","Norway","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","8.9",""
"Severe or very severe","Norway","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","8.3",""
"Severe or very severe","Norway","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","9.6",""
"Severe or very severe","Norway","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","13.3",""
"Severe or very severe","Norway","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","12.1",""
"Severe or very severe","Turkey","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","5.1",""
"Severe or very severe","Turkey","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","5.2",""
"Severe or very severe","Turkey","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","7.7",""
"Severe or very severe","Turkey","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","10.7",""
"Severe or very severe","Turkey","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","21.1",""
"Severe or very severe","Turkey","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","6.7",""
"Severe or very severe","Turkey","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","11.5",""
"Severe or very severe","Turkey","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","19.4",""
"Severe or very severe","Turkey","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","27.8",""
"Severe or very severe","Turkey","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","40.4",""
"None","Belgium","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","72.5",""
"None","Belgium","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","62.9",""
"None","Belgium","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","57.3",""
"None","Belgium","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","51.0",""
"None","Belgium","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","45.4",""
"None","Belgium","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","65.1",""
"None","Belgium","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","53.7",""
"None","Belgium","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","46.1",""
"None","Belgium","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","41.9",""
"None","Belgium","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","29.1",""
"None","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","90.9",""
"None","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","86.7",""
"None","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","76.3",""
"None","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","54.9",""
"None","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","27.5",""
"None","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","81.9",""
"None","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","80.5",""
"None","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","65.7",""
"None","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","45.9",""
"None","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","20.7",""
"None","Czechia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","78.7",""
"None","Czechia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","71.2",""
"None","Czechia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","66.8",""
"None","Czechia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","50.6",""
"None","Czechia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","30.2",""
"None","Czechia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","78.4",""
"None","Czechia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","72.1",""
"None","Czechia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","61.1",""
"None","Czechia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","45.7",""
"None","Czechia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","21.5",""
"None","Denmark","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","59.5",""
"None","Denmark","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","43.5",""
"None","Denmark","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","42.3",""
"None","Denmark","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","39.2",""
"None","Denmark","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","44.5",""
"None","Denmark","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","35.4",""
"None","Denmark","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","44.6",""
"None","Denmark","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","34.4",""
"None","Denmark","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","32.8",""
"None","Denmark","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","35.0",""
"None","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","54.1",""
"None","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","50.0",""
"None","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","46.1",""
"None","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","38.4",""
"None","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","32.7",""
"None","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","37.4",""
"None","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","38.2",""
"None","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","37.1",""
"None","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","33.2",""
"None","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","26.9",""
"None","Estonia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","52.2",""
"None","Estonia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","50.0",""
"None","Estonia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","53.7",""
"None","Estonia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","48.0",""
"None","Estonia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","43.2",""
"None","Estonia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","43.1",""
"None","Estonia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","51.9",""
"None","Estonia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","48.7",""
"None","Estonia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","39.2",""
"None","Estonia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","31.2",""
"None","Ireland","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","63.6",""
"None","Ireland","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","61.7",""
"None","Ireland","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","60.4",""
"None","Ireland","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","52.5",""
"None","Ireland","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","41.9",""
"None","Ireland","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","56.9",""
"None","Ireland","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","58.9",""
"None","Ireland","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","57.1",""
"None","Ireland","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","47.9",""
"None","Ireland","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","35.4",""
"None","Greece","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","82.7",""
"None","Greece","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","76.9",""
"None","Greece","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","73.0",""
"None","Greece","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","69.5",""
"None","Greece","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","48.1",""
"None","Greece","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","79.6",""
"None","Greece","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","73.7",""
"None","Greece","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","62.4",""
"None","Greece","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","51.7",""
"None","Greece","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","28.5",""
"None","Spain","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","78.4",""
"None","Spain","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","72.5",""
"None","Spain","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","67.2",""
"None","Spain","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","62.3",""
"None","Spain","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","52.4",""
"None","Spain","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","63.0",""
"None","Spain","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","61.8",""
"None","Spain","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","55.9",""
"None","Spain","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","46.0",""
"None","Spain","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","28.6",""
"None","France","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","60.7",""
"None","France","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","44.1",""
"None","France","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","37.8",""
"None","France","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","30.0",""
"None","France","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","21.2",""
"None","France","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","50.3",""
"None","France","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","42.5",""
"None","France","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","35.2",""
"None","France","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","25.0",""
"None","France","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","16.3",""
"None","Croatia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","85.7",""
"None","Croatia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","82.2",""
"None","Croatia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","60.4",""
"None","Croatia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","51.3",""
"None","Croatia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","39.4",""
"None","Croatia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","74.1",""
"None","Croatia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","67.2",""
"None","Croatia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","53.3",""
"None","Croatia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","42.7",""
"None","Croatia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","27.3",""
"None","Italy","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","83.7",""
"None","Italy","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","79.4",""
"None","Italy","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","72.1",""
"None","Italy","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","64.5",""
"None","Italy","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","54.8",""
"None","Italy","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","77.3",""
"None","Italy","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","72.2",""
"None","Italy","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","65.9",""
"None","Italy","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","53.4",""
"None","Italy","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","36.0",""
"None","Cyprus","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","88.0",""
"None","Cyprus","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","81.1",""
"None","Cyprus","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","80.9",""
"None","Cyprus","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","73.3",""
"None","Cyprus","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","54.2",""
"None","Cyprus","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","83.9",""
"None","Cyprus","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","74.8",""
"None","Cyprus","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","72.8",""
"None","Cyprus","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","54.7",""
"None","Cyprus","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","34.7",""
"None","Latvia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","73.4",""
"None","Latvia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","73.4",""
"None","Latvia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","62.3",""
"None","Latvia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","58.3",""
"None","Latvia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","45.1",""
"None","Latvia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","67.9",""
"None","Latvia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","66.1",""
"None","Latvia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","60.3",""
"None","Latvia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","48.6",""
"None","Latvia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","32.9",""
"None","Lithuania","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","81.9",""
