"ISCO08","GEO","UNIT","DURATION","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Specialist medical practitioners","Slovenia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Slovenia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Slovenia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Slovenia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Slovenia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Slovenia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Slovenia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","27.9",""
"Specialist medical practitioners","Slovenia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","25.8",""
"Specialist medical practitioners","Slovenia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","31.5",""
"Specialist medical practitioners","Slovenia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","40.5",""
"Specialist medical practitioners","Slovenia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","65 years or over","55.4",""
"Specialist medical practitioners","Slovenia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","44.7",""
"Specialist medical practitioners","Slovenia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","45.8",""
"Specialist medical practitioners","Slovenia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","42.1",""
"Specialist medical practitioners","Slovenia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","53.1",""
"Specialist medical practitioners","Slovenia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","65 years or over","53.9",""
"Specialist medical practitioners","Slovenia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","38.7",""
"Specialist medical practitioners","Slovenia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","47.8",""
"Specialist medical practitioners","Slovenia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","49.5",""
"Specialist medical practitioners","Slovenia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","47.8",""
"Specialist medical practitioners","Slovenia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","65 years or over","40.1",""
"Specialist medical practitioners","Slovenia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","31.4",""
"Specialist medical practitioners","Slovenia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","40.9",""
"Specialist medical practitioners","Slovenia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","42.0",""
"Specialist medical practitioners","Slovenia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","39.9",""
"Specialist medical practitioners","Slovenia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","65 years or over","39.3",""
"Specialist medical practitioners","Slovenia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","33.4",""
"Specialist medical practitioners","Slovenia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","26.4",""
"Specialist medical practitioners","Slovenia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","19.0",""
"Specialist medical practitioners","Slovenia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","11.7",""
"Specialist medical practitioners","Slovenia","Percentage","Never","2014","All ISCED 2011 levels ","Males","65 years or over","4.5",""
"Specialist medical practitioners","Slovenia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","23.9",""
"Specialist medical practitioners","Slovenia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","13.3",""
"Specialist medical practitioners","Slovenia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","15.9",""
"Specialist medical practitioners","Slovenia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","7.0",""
"Specialist medical practitioners","Slovenia","Percentage","Never","2014","All ISCED 2011 levels ","Females","65 years or over","6.7",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Slovakia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Slovakia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Slovakia","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","28.1",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","23.8",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","26.2",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","44.1",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","65 years or over","66.7",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","32.4",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","45.7",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","42.7",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","52.9",""
"Specialist medical practitioners","Slovakia","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","65 years or over","65.3",""
"Specialist medical practitioners","Slovakia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","39.1",""
"Specialist medical practitioners","Slovakia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","46.3",""
"Specialist medical practitioners","Slovakia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","48.3",""
"Specialist medical practitioners","Slovakia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","44.3",""
"Specialist medical practitioners","Slovakia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","65 years or over","29.3",""
"Specialist medical practitioners","Slovakia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","34.8",""
"Specialist medical practitioners","Slovakia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","34.5",""
"Specialist medical practitioners","Slovakia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","42.9",""
"Specialist medical practitioners","Slovakia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","37.9",""
"Specialist medical practitioners","Slovakia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","65 years or over","30.6",""
"Specialist medical practitioners","Slovakia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","32.8",""
"Specialist medical practitioners","Slovakia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","29.9",""
"Specialist medical practitioners","Slovakia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","25.5",""
"Specialist medical practitioners","Slovakia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","11.6",""
"Specialist medical practitioners","Slovakia","Percentage","Never","2014","All ISCED 2011 levels ","Males","65 years or over","4.0",""
"Specialist medical practitioners","Slovakia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","32.9",""
"Specialist medical practitioners","Slovakia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","19.9",""
"Specialist medical practitioners","Slovakia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","14.4",""
"Specialist medical practitioners","Slovakia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","9.2",""
"Specialist medical practitioners","Slovakia","Percentage","Never","2014","All ISCED 2011 levels ","Females","65 years or over","4.1",""
"Specialist medical practitioners","Finland","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","Finland","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","Finland","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","Finland","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","Finland","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Finland","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Finland","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Finland","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Finland","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Finland","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Finland","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","Finland","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","Finland","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","Finland","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","Finland","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Finland","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Finland","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Finland","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Finland","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Finland","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Finland","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","25.0",""
"Specialist medical practitioners","Finland","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","25.5",""
"Specialist medical practitioners","Finland","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","31.6",""
"Specialist medical practitioners","Finland","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","41.2",""
"Specialist medical practitioners","Finland","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","65 years or over","45.0",""
"Specialist medical practitioners","Finland","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","34.9",""
"Specialist medical practitioners","Finland","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","43.4",""
"Specialist medical practitioners","Finland","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","46.6",""
"Specialist medical practitioners","Finland","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","50.5",""
"Specialist medical practitioners","Finland","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","65 years or over","53.6",""
"Specialist medical practitioners","Finland","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","40.2",""
"Specialist medical practitioners","Finland","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","55.7",""
"Specialist medical practitioners","Finland","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","52.7",""
"Specialist medical practitioners","Finland","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","46.3",""
"Specialist medical practitioners","Finland","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","65 years or over","41.6",""
"Specialist medical practitioners","Finland","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","37.1",""
"Specialist medical practitioners","Finland","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","38.2",""
"Specialist medical practitioners","Finland","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","44.0",""
"Specialist medical practitioners","Finland","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","43.2",""
"Specialist medical practitioners","Finland","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","65 years or over","34.9",""
"Specialist medical practitioners","Finland","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","34.8",""
"Specialist medical practitioners","Finland","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","18.8",""
"Specialist medical practitioners","Finland","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","15.7",""
"Specialist medical practitioners","Finland","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","12.4",""
"Specialist medical practitioners","Finland","Percentage","Never","2014","All ISCED 2011 levels ","Males","65 years or over","13.3",""
"Specialist medical practitioners","Finland","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","27.9",""
"Specialist medical practitioners","Finland","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","18.4",""
"Specialist medical practitioners","Finland","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","9.4",""
"Specialist medical practitioners","Finland","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","6.3",""
"Specialist medical practitioners","Finland","Percentage","Never","2014","All ISCED 2011 levels ","Females","65 years or over","11.5",""
"Specialist medical practitioners","Sweden","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","Sweden","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","Sweden","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","Sweden","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","Sweden","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Sweden","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Sweden","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Sweden","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Sweden","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Sweden","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Sweden","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","Sweden","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","Sweden","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","Sweden","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","Sweden","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","Sweden","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","Sweden","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","Sweden","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","Sweden","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","Sweden","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","Sweden","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","24.1",""
"Specialist medical practitioners","Sweden","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","23.7",""
"Specialist medical practitioners","Sweden","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","21.0",""
"Specialist medical practitioners","Sweden","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","30.3",""
"Specialist medical practitioners","Sweden","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","65 years or over","47.1",""
"Specialist medical practitioners","Sweden","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","25.9",""
"Specialist medical practitioners","Sweden","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","32.8",""
"Specialist medical practitioners","Sweden","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","35.9",""
"Specialist medical practitioners","Sweden","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","40.4",""
"Specialist medical practitioners","Sweden","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","65 years or over","43.2",""
"Specialist medical practitioners","Sweden","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","28.1",""
"Specialist medical practitioners","Sweden","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","42.2",""
"Specialist medical practitioners","Sweden","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","44.0",""
"Specialist medical practitioners","Sweden","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","40.8",""
"Specialist medical practitioners","Sweden","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","65 years or over","26.6",""
"Specialist medical practitioners","Sweden","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","28.5",""
"Specialist medical practitioners","Sweden","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","32.5",""
"Specialist medical practitioners","Sweden","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","37.1",""
"Specialist medical practitioners","Sweden","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","32.5",""
"Specialist medical practitioners","Sweden","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","65 years or over","26.7",""
"Specialist medical practitioners","Sweden","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","47.8",""
"Specialist medical practitioners","Sweden","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","34.0",""
"Specialist medical practitioners","Sweden","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","35.0",""
"Specialist medical practitioners","Sweden","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","28.9",""
"Specialist medical practitioners","Sweden","Percentage","Never","2014","All ISCED 2011 levels ","Males","65 years or over","26.3",""
"Specialist medical practitioners","Sweden","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","45.7",""
"Specialist medical practitioners","Sweden","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","34.7",""
"Specialist medical practitioners","Sweden","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","27.0",""
"Specialist medical practitioners","Sweden","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","27.1",""
"Specialist medical practitioners","Sweden","Percentage","Never","2014","All ISCED 2011 levels ","Females","65 years or over","30.1",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","United Kingdom","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Specialist medical practitioners","United Kingdom","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Specialist medical practitioners","United Kingdom","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","20.1",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","17.7",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","25.5",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","34.1",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","65 years or over","46.6",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","22.0",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","29.2",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","32.9",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","37.5",""
"Specialist medical practitioners","United Kingdom","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","65 years or over","44.1",""
"Specialist medical practitioners","United Kingdom","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","38.1",""
"Specialist medical practitioners","United Kingdom","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","46.1",""
"Specialist medical practitioners","United Kingdom","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","48.9",""
"Specialist medical practitioners","United Kingdom","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","50.4",""
"Specialist medical practitioners","United Kingdom","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","65 years or over","43.4",""
